"date","signal1","failure"
"Sat Jan 02 00:00:00 -0500 1999",1.20695487849622,0
"Sun Jan 03 00:00:00 -0500 1999",1.02956563466142,0
"Mon Jan 04 00:00:00 -0500 1999",0.459828720734921,0
"Tue Jan 05 00:00:00 -0500 1999",-0.481583992749111,0
"Wed Jan 06 00:00:00 -0500 1999",-0.660151635764538,0
"Thu Jan 07 00:00:00 -0500 1999",-0.112806298460601,0
"Fri Jan 08 00:00:00 -0500 1999",0.849581191089148,0
"Sat Jan 09 00:00:00 -0500 1999",1.48177901672329,0
"Sun Jan 10 00:00:00 -0500 1999",0.851709744177997,0
"Mon Jan 11 00:00:00 -0500 1999",-0.0733965211483126,0
"Tue Jan 12 00:00:00 -0500 1999",-0.862513223532961,0
"Wed Jan 13 00:00:00 -0500 1999",-0.472124342563547,0
"Thu Jan 14 00:00:00 -0500 1999",0.4934678656499,0
"Fri Jan 15 00:00:00 -0500 1999",1.00222641693682,0
"Sat Jan 16 00:00:00 -0500 1999",0.92365771875635,0
"Sun Jan 17 00:00:00 -0500 1999",0.19434011367336,0
"Mon Jan 18 00:00:00 -0500 1999",-0.909152148754071,0
"Tue Jan 19 00:00:00 -0500 1999",-0.438414065038897,0
"Wed Jan 20 00:00:00 -0500 1999",0.355275307408483,0
"Thu Jan 21 00:00:00 -0500 1999",1.30110139636509,0
"Fri Jan 22 00:00:00 -0500 1999",1.33201703139345,0
"Sat Jan 23 00:00:00 -0500 1999",0.234765114224668,0
"Sun Jan 24 00:00:00 -0500 1999",-0.473099701514005,0
"Mon Jan 25 00:00:00 -0500 1999",-0.539002326909127,0
"Tue Jan 26 00:00:00 -0500 1999",0.276296785606889,0
"Wed Jan 27 00:00:00 -0500 1999",1.18200362550311,0
"Thu Jan 28 00:00:00 -0500 1999",1.21972564570694,0
"Fri Jan 29 00:00:00 -0500 1999",0.720573294113616,0
"Sat Jan 30 00:00:00 -0500 1999",-0.596663963919521,0
"Sun Jan 31 00:00:00 -0500 1999",-0.946500424980404,0
"Mon Feb 01 00:00:00 -0500 1999",0.0852495247508551,0
"Tue Feb 02 00:00:00 -0500 1999",0.912605240836115,0
"Wed Feb 03 00:00:00 -0500 1999",1.3574273670325,0
"Thu Feb 04 00:00:00 -0500 1999",0.600692878770322,0
"Fri Feb 05 00:00:00 -0500 1999",-0.19670376028494,0
"Sat Feb 06 00:00:00 -0500 1999",-0.989536052351673,0
"Sun Feb 07 00:00:00 -0500 1999",-0.607788975917052,0
"Mon Feb 08 00:00:00 -0500 1999",0.470578693605218,0
"Tue Feb 09 00:00:00 -0500 1999",1.13318021305196,0
"Wed Feb 10 00:00:00 -0500 1999",1.17479143615667,0
"Thu Feb 11 00:00:00 -0500 1999",0.327150825621147,0
"Fri Feb 12 00:00:00 -0500 1999",-0.483648607808615,0
"Sat Feb 13 00:00:00 -0500 1999",-0.525484190273664,0
"Sun Feb 14 00:00:00 -0500 1999",0.107195917369822,0
"Mon Feb 15 00:00:00 -0500 1999",0.959688730638961,0
"Tue Feb 16 00:00:00 -0500 1999",1.32903193116995,0
"Wed Feb 17 00:00:00 -0500 1999",0.128409871395711,0
"Thu Feb 18 00:00:00 -0500 1999",-0.4221081578472,0
"Fri Feb 19 00:00:00 -0500 1999",-0.568096169674132,0
"Sat Feb 20 00:00:00 -0500 1999",0.0939688603689159,0
"Sun Feb 21 00:00:00 -0500 1999",0.775846863308323,0
"Mon Feb 22 00:00:00 -0500 1999",1.37817383692408,0
"Tue Feb 23 00:00:00 -0500 1999",0.868591769661649,0
"Wed Feb 24 00:00:00 -0500 1999",-0.551670871299782,0
"Thu Feb 25 00:00:00 -0500 1999",-0.802653396969954,0
"Fri Feb 26 00:00:00 -0500 1999",-0.0946556144328755,0
"Sat Feb 27 00:00:00 -0500 1999",0.829185980655101,0
"Sun Feb 28 00:00:00 -0500 1999",1.48960862558744,0
"Mon Mar 01 00:00:00 -0500 1999",1.07829021012988,0
"Tue Mar 02 00:00:00 -0500 1999",-0.219664855978365,0
"Wed Mar 03 00:00:00 -0500 1999",-0.485083310904624,0
"Thu Mar 04 00:00:00 -0500 1999",-0.377033179859789,0
"Fri Mar 05 00:00:00 -0500 1999",0.506032780927744,0
"Sat Mar 06 00:00:00 -0500 1999",1.32222374680911,0
"Sun Mar 07 00:00:00 -0500 1999",1.047542066328,0
"Mon Mar 08 00:00:00 -0500 1999",0.20449284111903,0
"Tue Mar 09 00:00:00 -0500 1999",-0.429106245675592,0
"Wed Mar 10 00:00:00 -0500 1999",-0.647010255586424,0
"Thu Mar 11 00:00:00 -0500 1999",0.381186676421921,0
"Fri Mar 12 00:00:00 -0500 1999",1.2585256365281,0
"Sat Mar 13 00:00:00 -0500 1999",1.12760768934393,0
"Sun Mar 14 00:00:00 -0500 1999",0.277456297360101,0
"Mon Mar 15 00:00:00 -0500 1999",-0.640960145178407,0
"Tue Mar 16 00:00:00 -0500 1999",-0.970592504107429,0
"Wed Mar 17 00:00:00 -0500 1999",-0.14594654035688,0
"Thu Mar 18 00:00:00 -0500 1999",1.05208269737505,0
"Fri Mar 19 00:00:00 -0500 1999",1.49407873395643,0
"Sat Mar 20 00:00:00 -0500 1999",0.89769950749528,0
"Sun Mar 21 00:00:00 -0500 1999",-0.193413993201393,0
"Mon Mar 22 00:00:00 -0500 1999",-0.866125998475153,0
"Tue Mar 23 00:00:00 -0500 1999",-0.47530890065036,0
"Wed Mar 24 00:00:00 -0500 1999",0.737369032569256,0
"Thu Mar 25 00:00:00 -0500 1999",0.994406730187177,0
"Fri Mar 26 00:00:00 -0500 1999",0.738278047341407,0
"Sat Mar 27 00:00:00 -0500 1999",0.000850864905768883,0
"Sun Mar 28 00:00:00 -0500 1999",-0.880089519421196,0
"Mon Mar 29 00:00:00 -0500 1999",-0.39666207899867,0
"Tue Mar 30 00:00:00 -0500 1999",0.0372367539115109,0
"Wed Mar 31 00:00:00 -0500 1999",1.01401598962969,0
"Thu Apr 01 00:00:00 -0500 1999",1.15980094172496,0
"Fri Apr 02 00:00:00 -0500 1999",0.565394612670443,0
"Sat Apr 03 00:00:00 -0500 1999",-0.640861056581449,0
"Sun Apr 04 00:00:00 -0500 1999",-0.51115103612835,0
"Mon Apr 05 01:00:00 -0400 1999",0.0596887712887274,0
"Tue Apr 06 01:00:00 -0400 1999",1.13758131958449,0
"Wed Apr 07 01:00:00 -0400 1999",1.00583305551274,0
"Thu Apr 08 01:00:00 -0400 1999",0.702969689546966,0
"Fri Apr 09 01:00:00 -0400 1999",-0.324979990179095,0
"Sat Apr 10 01:00:00 -0400 1999",-0.745856036209927,0
"Sun Apr 11 01:00:00 -0400 1999",-0.246021231163284,0
"Mon Apr 12 01:00:00 -0400 1999",0.635206159435349,0
"Tue Apr 13 01:00:00 -0400 1999",1.23364524723687,0
"Wed Apr 14 01:00:00 -0400 1999",0.974973484113666,0
"Thu Apr 15 01:00:00 -0400 1999",-0.16023850404092,0
"Fri Apr 16 01:00:00 -0400 1999",-0.964707864399211,0
"Sat Apr 17 01:00:00 -0400 1999",-0.37662303098965,0
"Sun Apr 18 01:00:00 -0400 1999",0.557458174756443,0
"Mon Apr 19 01:00:00 -0400 1999",1.23046262969909,0
"Tue Apr 20 01:00:00 -0400 1999",0.9342834695684,0
"Wed Apr 21 01:00:00 -0400 1999",0.150278913691743,0
"Thu Apr 22 01:00:00 -0400 1999",-0.408817267689115,0
"Fri Apr 23 01:00:00 -0400 1999",-0.80630106007463,0
"Sat Apr 24 01:00:00 -0400 1999",-0.0952251405845986,0
"Sun Apr 25 01:00:00 -0400 1999",0.917428302407546,0
"Mon Apr 26 01:00:00 -0400 1999",1.39184381260286,0
"Tue Apr 27 01:00:00 -0400 1999",0.385445525819677,0
"Wed Apr 28 01:00:00 -0400 1999",-0.47524570127052,0
"Thu Apr 29 01:00:00 -0400 1999",-0.638176349952152,0
"Fri Apr 30 01:00:00 -0400 1999",-0.167155884087577,0
"Sat May 01 01:00:00 -0400 1999",0.757137433933924,0
"Sun May 02 01:00:00 -0400 1999",1.33469450847335,0
"Mon May 03 01:00:00 -0400 1999",0.868921743981085,0
"Tue May 04 01:00:00 -0400 1999",-0.0126858784364197,0
"Wed May 05 01:00:00 -0400 1999",-0.705708095254846,0
"Thu May 06 01:00:00 -0400 1999",-0.360662719214527,0
"Fri May 07 01:00:00 -0400 1999",0.485975694140678,0
"Sat May 08 01:00:00 -0400 1999",1.24274476932812,0
"Sun May 09 01:00:00 -0400 1999",1.20759153608921,0
"Mon May 10 01:00:00 -0400 1999",0.113345409225161,0
"Tue May 11 01:00:00 -0400 1999",-0.916521419252319,0
"Wed May 12 01:00:00 -0400 1999",-0.46709462986603,0
"Thu May 13 01:00:00 -0400 1999",0.368228225124161,0
"Fri May 14 01:00:00 -0400 1999",1.27788450925676,0
"Sat May 15 01:00:00 -0400 1999",1.25648398967719,0
"Sun May 16 01:00:00 -0400 1999",0.404083726469941,0
"Mon May 17 01:00:00 -0400 1999",-0.632987032468411,0
"Tue May 18 01:00:00 -0400 1999",-0.567338635585777,0
"Wed May 19 01:00:00 -0400 1999",-0.13294239137155,0
"Thu May 20 01:00:00 -0400 1999",0.757330794977117,0
"Fri May 21 01:00:00 -0400 1999",1.33688415745801,0
"Sat May 22 01:00:00 -0400 1999",0.829692931426528,0
"Sun May 23 01:00:00 -0400 1999",-0.432240618785709,0
"Mon May 24 01:00:00 -0400 1999",-0.733578973067674,0
"Tue May 25 01:00:00 -0400 1999",-0.401532621639365,0
"Wed May 26 01:00:00 -0400 1999",0.524686174363965,0
"Thu May 27 01:00:00 -0400 1999",1.3384398388558,0
"Fri May 28 01:00:00 -0400 1999",0.798669037875301,0
"Sat May 29 01:00:00 -0400 1999",-0.0421188730121472,0
"Sun May 30 01:00:00 -0400 1999",-0.504344015485935,0
"Mon May 31 01:00:00 -0400 1999",-0.447803662284401,0
"Tue Jun 01 01:00:00 -0400 1999",0.309247228652074,0
"Wed Jun 02 01:00:00 -0400 1999",1.10018536234115,0
"Thu Jun 03 01:00:00 -0400 1999",0.931668669019806,0
"Fri Jun 04 01:00:00 -0400 1999",0.305849845234507,0
"Sat Jun 05 01:00:00 -0400 1999",-0.827738701811684,0
"Sun Jun 06 01:00:00 -0400 1999",-0.749510926571619,0
"Mon Jun 07 01:00:00 -0400 1999",0.0147855860100738,0
"Tue Jun 08 01:00:00 -0400 1999",0.944704787437481,0
"Wed Jun 09 01:00:00 -0400 1999",1.31875517169073,0
"Thu Jun 10 01:00:00 -0400 1999",0.242719272919959,0
"Fri Jun 11 01:00:00 -0400 1999",-0.659373501628219,0
"Sat Jun 12 01:00:00 -0400 1999",-0.532338502533113,0
"Sun Jun 13 01:00:00 -0400 1999",-0.0875907950466638,0
"Mon Jun 14 01:00:00 -0400 1999",0.637753937505049,0
"Tue Jun 15 01:00:00 -0400 1999",1.26347355229725,0
"Wed Jun 16 01:00:00 -0400 1999",0.519986844215888,0
"Thu Jun 17 01:00:00 -0400 1999",-0.387165663137904,0
"Fri Jun 18 01:00:00 -0400 1999",-0.55543440108798,0
"Sat Jun 19 01:00:00 -0400 1999",-0.426783454160582,0
"Sun Jun 20 01:00:00 -0400 1999",0.839602368610538,0
"Mon Jun 21 01:00:00 -0400 1999",1.26453713716274,0
"Tue Jun 22 01:00:00 -0400 1999",1.01078286999075,0
"Wed Jun 23 01:00:00 -0400 1999",-0.0742562154471466,0
"Thu Jun 24 01:00:00 -0400 1999",-0.679868550448728,0
"Fri Jun 25 01:00:00 -0400 1999",-0.328764465203496,0
"Sat Jun 26 01:00:00 -0400 1999",0.179627461211558,0
"Sun Jun 27 01:00:00 -0400 1999",1.33250065751876,0
"Mon Jun 28 01:00:00 -0400 1999",0.887257393230827,0
"Tue Jun 29 01:00:00 -0400 1999",0.207826854705405,0
"Wed Jun 30 01:00:00 -0400 1999",-0.466755893848662,0
"Thu Jul 01 01:00:00 -0400 1999",-0.792513001159696,0
"Fri Jul 02 01:00:00 -0400 1999",-0.178784872684958,0
"Sat Jul 03 01:00:00 -0400 1999",0.82181146140771,0
"Sun Jul 04 01:00:00 -0400 1999",1.04661788027792,0
"Mon Jul 05 01:00:00 -0400 1999",0.648446566951076,0
"Tue Jul 06 01:00:00 -0400 1999",-0.238150034524386,0
"Wed Jul 07 01:00:00 -0400 1999",-0.845239011319582,0
"Thu Jul 08 01:00:00 -0400 1999",-0.162842149611598,0
"Fri Jul 09 01:00:00 -0400 1999",0.501214339354446,0
"Sat Jul 10 01:00:00 -0400 1999",1.23648109610525,0
"Sun Jul 11 01:00:00 -0400 1999",0.641243664782636,0
"Mon Jul 12 01:00:00 -0400 1999",0.000374875767485516,0
"Tue Jul 13 01:00:00 -0400 1999",-0.761385606841252,0
"Wed Jul 14 01:00:00 -0400 1999",-0.292712574515569,0
"Thu Jul 15 01:00:00 -0400 1999",0.521714201353511,0
"Fri Jul 16 01:00:00 -0400 1999",1.2756524965226,0
"Sat Jul 17 01:00:00 -0400 1999",1.02083973304461,0
"Sun Jul 18 01:00:00 -0400 1999",0.0927017998700995,0
"Mon Jul 19 01:00:00 -0400 1999",-0.747101446772489,0
"Tue Jul 20 01:00:00 -0400 1999",-0.500723713274894,0
"Wed Jul 21 01:00:00 -0400 1999",0.0411917059476343,0
"Thu Jul 22 01:00:00 -0400 1999",0.881183922980364,0
"Fri Jul 23 01:00:00 -0400 1999",1.3934958032429,0
"Sat Jul 24 01:00:00 -0400 1999",0.545967196580861,0
"Sun Jul 25 01:00:00 -0400 1999",-0.256546138050619,0
"Mon Jul 26 01:00:00 -0400 1999",-0.956938584510736,0
"Tue Jul 27 01:00:00 -0400 1999",-0.240726150047416,0
"Wed Jul 28 01:00:00 -0400 1999",0.897071224386248,0
"Thu Jul 29 01:00:00 -0400 1999",1.47895901528422,0
"Fri Jul 30 01:00:00 -0400 1999",0.633594556094796,0
"Sat Jul 31 01:00:00 -0400 1999",-0.421951404768332,0
"Sun Aug 01 01:00:00 -0400 1999",-0.949696374203148,0
"Mon Aug 02 01:00:00 -0400 1999",-0.177923839032054,0
"Tue Aug 03 01:00:00 -0400 1999",0.698160256954056,0
"Wed Aug 04 01:00:00 -0400 1999",1.19468952347175,0
"Thu Aug 05 01:00:00 -0400 1999",0.936031582201442,0
"Fri Aug 06 01:00:00 -0400 1999",0.186715102049189,0
"Sat Aug 07 01:00:00 -0400 1999",-0.672755621675609,0
"Sun Aug 08 01:00:00 -0400 1999",-0.498212627371709,0
